kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
saya kevin 21 tahun baru baru ini saya mengalami susah tidur mungkin karena karantina yang menyebabkan tidak adanya aktivitas tubuh yang optimal seperti biasanya saya tidak tidur 1 hari full 24 jam dan tidak merasakan kantuk sama sekali saya sudah coba rekomendasi seperti minum susu hangat dll dan kalaupun saya tertidur tidurnya pendek pendek durasinya apakah sudah saatnya saya mengonsumsi obat atau melatonin tetapi saya takut ketergantungan terima kasih;0;0;1;0;0
saya mahasiswa 22 tahun saya mengalami mimpi buruk hal sangat saya takuti setiap malam akhir saya juga mengalami sakit kepala terus menerus kalau mengingat kenangan pahit dan kenyataan hidup saya saya merasa jadi beban dan tidak diinginkan oleh keluarga saya ekpresi mereka saat merasa tidak senang dengan saya selalu berputar di kepala sampai saya takut pulang ke rumah sendiri dan saya mulai tidak percaya diri dengan apapun yang saya lakukan pola tidur saya sangat berantakan dan saya bahkan tidak mempunyai harapan untuk hidup;0;1;0;0;0
saya mahasiswa usia 20thn mau tanya tentang gangguan tidur yang sudah lama di alami itu bagaimana cara mepeebaikinya ya saya kesulitan tidur cepat selalu di atas jam 12 malam walau seharian aktivitas kadang juga tidak bisa membuat saya tidur cepat sudah sejak sama jika ingin tidur rasany banyak saja yang di pikirkan padahal tidak penting kadang tapi sering juga malah membuat saya sedih;0;0;1;0;0
saya mahasiswi 20 sejak sama saya merasakan sakit di area dada kiri saya rasa sakitnya seperti tersengat dan terkejut di bagian dalam dada kiri bukan payudara nah semenjak covid 19 saya mengonsumsi vitamin dalam jangka waktu sekitar 2 bulan sekarang tidak lagi dan apakah aman jika saya mengonsumsi obat herbal untuk membantu tidur saya juga menderita insomnia dan tidak bisa tidur di jam normal meski lelah bagaimana ya;0;0;1;0;0
saya mahasiswi berumur 19 tahun sudah sekitar enam tahun saya selalu merasa bahwa saya merasa sedih yang terkadang ada pemicunya dari masalah yang sedang saya hadapi ada juga tidak ada pemicu sama sekali saya sudah beberapa kali ingin bunuh diri dan saya juga sudah melakukan beberapa kali selfharm seperti membenturkan kepala saya ke tembok mood saya juga naik turun tidak jelas saya mudah sekali overthinking dan panik terutama jika bertemu trauma apakah saya kemungkinan punya masalah dalam kesehatan mental kalo iya;1;0;0;0;0
saya masih merasa tidak puas saat menyakiti diri sendiri apakah artinya saya berharap ada orang lain yang melakukannya untuk saya agar saya merasa;0;1;0;0;0
saya masih umur 17 tahun dan sering kekurangan tidur karena insomnia ketika sudah tidur pas bangunnya langsung demam dan sakit kepala kira kira itu gejala apa ya;0;0;1;0;0
saya mau bertanya kenapa ya mulai dari dulu saya sering marah menangis tanpa sebab terus bahkan dulu saya waktu sampai sering melukai diri saya sendiri dan bahkan emosi saya tidak stabil dan saya enggak bisa ngejaga mood saya sendiri bahkan saya tidak bisa menceritakan kondisi saya yang sebenarnya ke orang lain bahkan saya selalu melakukan kebohongan terhadap orang tua saya dan saya tidak bisa berkata dan curhat terhadap ibu saya sendiri saya selalu cerita ke teman teman dekat saya tentang kondisi saya yang sbnrnya apa ada solusi dari permasalahan saya;0;1;0;0;0
saya mau bertanya beberapa hari ini saya rasa ada yang aneh dengan diri sayatiap malam saya sering degdegan saat makan dan minum seperti takut mau telan makanan dan juga telan air minum dan badan jadi seperti mau lemas jantung saya berdegub cepat seperti sedang panik saya juga ada keluhan lendir keluar sedikit sedikit tapi tidak sedang flu apa saya tidak apa apa setiap saya mau tidur juga saya sering kaget dan spontan mata terbuka dan jantung berdegub;0;1;0;0;0
saya mau bertanya mengenai penyakit mental yang saya alami jadi dari kecil saya sudah punya khayalan yang tinggi hingga saya sering berbicara sendiri sampai saat ini saya berusia 19 tahun orang tua saya juga selalu menekan saya agar mencapai sesuatu sesuai yang diinginkan dan hal itu yang buat saya tertekan orang tua saya juga tidak pernah menghargai saya saat saya telah mencapai yang diinginkannya saya juga sering menyendiri mood saya apabila saya sangat sedih saya ingin rasanya untuk melakukan suicide sudah beberapa kali saya ingin bunuh diri dan perasaan murung dan sedih saya itu berlangsung berminggu minggu hingga rasanya kepala saya sangat pusing dlljadi penyakit mentall apa yang saya alami;1;0;0;0;0
saya mau bertanya saya mengalamin ketakutan terhadap suatu yang tidak nyata saya sering lupa halusinasi dan sering;0;0;0;0;1
saya mau bertanya akhir akhir ini saya merasa banyak pikiran selain itu saya banyak minum air dalam konotasi berlebihan serta sering tiba tiba menangis dan tidur terlalu larut serta paling lama hanya tidur empat jam sehari dan sering merasa cemas dan sedih apakah saya terkena gangguan jiwa terima;0;0;1;0;0
saya mau bertanya besok saya akan melakukan test rapid antigen tapi saya susah tidur untuk sekarang apakah kurang nya tidur akan mempengaruhi hasil pemeriksaan nya;0;0;1;0;0
saya mau bertanya jadi begini saya punya teman dia itu sering begadang susah tidur nah suatu waktu pas malam dia tuh mau menyelesaikan pekerjaan yang sudah dijanjikan tapi mengalami menstruasi kayak nya katanya darahnya keluar banyak badannya lemas nah habis itu dia menangis sampai enggak tidur susah makannya karena selalu mual jadi enggak nafsu makan dan katanya juga dia overdosis minum obat anti depresan kayak setralin resperidon sama yang lainnya itu hari kemarin kalo sekarang pas malam tuh dia selesai nugas kepalanya pusing banget kayak orang mabok dan katanya tiap mau tidur itu susah teringat sama rasa sakit yang kemarin jadi trauma apa yang sebaiknya saya sarankan kepada teman saya mohon bantuannya maaf bahasanya;0;0;1;0;0
saya mau bertanya saya anak bungsu terlahir dari orangtua yang overprotektif dan bisa terbilang hyperparenting serta abang yang egois pula saya sudah beranjak dewasa dimana saya bisa memilih jalan saya sendiri tetapi apa yang saya lakukan selalu salah dimata keluarga saya sehingga akhirnya ketika dewasa saya sadar saya yang awalnya masa kecil menjadi orang ceria ketika beranjak semakin dewasa semakin diam ternyata saya memendam emosi saya dan selalu menyembunyikan apa saja yang saya lakukan dan apa yang saya rasa saya sudah seperti mati rasa terhadap keluarga saya sendiri karena mengganggu mental saya dan mengganggu kemajuan diri saya sendiri sedangkan saya tetap bertahan dan belum menemui jalan kebetulan pernah konsultasi ke psikiater dan di vonis depresi mayor ternyata tanggapan orang tua saya menolak usulan psikiater dan malah membuang obat yang diberikan dokter psikiater bagaimana caranya agar penyakit mental saya dapat pulih;0;1;0;0;0
saya mau bertanya saya merasa lelah sepanjang hari padahal saya tidak beraktivitas berat saya juga merasa kekhawatiran yang berlebih dan kadang memiliki keinginan untuk bunuh diri solusi apa yang baik untuk;0;1;0;0;0
saya mau bertanya baru saja saya membaca tentang penyakit mental illness saya saya sedang mengalami itu saya mempunyai kecemasaan orang akan menyakiti saya saya merasa sendiri padahal banyak orang di sekitar saya tapi saya merasa mereka tidak dapat mengerti saya dan saya mudah marah dan mudah senang menurut dokter saya harus;1;0;0;0;0
saya mau bertanya apakah seseorang dengan gangguan bipolar bisa masuk ke tahap self;1;0;0;0;0
saya mau bertanya saya wanita usia 23 tahun baru lulus kuliah akhir akhir ini saya mengalami kehilangan nafsu makan gangguan sulit tidur tidur kurang nyenyak perasaan gelisah khawatir yang seringkali terjadi di pagi hari sehingga sulit untuk memulai aktivitas di pagi hari saya sudah bekerja di bidang yang sama dengan kuliah yang saya ambil dan minati awalnya saya merasa bahagia tetapi setelah berjalan 3 bulan minat dan gairah saya menurun dan merasa tidak bahagia tidak percaya diri dan lebih pesimis saya kehilangan semangat dan motivasi untuk bekerja dan berkarya dibandingkan dengan semasa kuliah dulu pikiran serasa panas gejala ini sepertinya juga pernah saya alami sebelumnya ketika saya memutuskan masuk kuliah di bidang yang berbeda dengan minat saya 4 tahun lalu namun berhasil diatasi dengan pindah jurusan dan kursus pengembangan diri apakah keduanya merupakan depresi bagaimana cara preventif agar meminimalkan depresi terulang kembali terima kasih tanggapannya;1;0;0;0;0
saya mau bertanya dulu saya waktu sekolah kan pernah sakit saraf dan dibawa ke rsj magelang dan pernah dirawat inap gara-gara saya merasa bingung dan pernah hilang ingatan kata dokter spesialis atau psikolog di magelang jangan sampai putus obat tetapi sudah 2 tahun saya tidak lanjut kontrol lalu sekarang akhir2 ini merasa cemas depresi dan kurang tidur apa memang benar penyakit saraf iitu memang sembuhnya lama sayavsudah putus obat sudah cukup lama dan tidak bilang ke dokter kalau mau berhenti kontrol dan mengambil resep dokter bagaimana;0;0;1;0;0
saya mau bertanya usia saya 24tahun perempuan setiap saya stres depresi sedih sekujur badan saya sakit tak tertahan apalagi tangan bahu kepala dan asam lambung yang belum sembuh selama setahun ikut kambuh rasanya tak kuat dan sering terfikir bagaimana kalo saya mati anak masih kecil untuk berobat tak ada uang saya hampir hilang semangat hidup bagaimana cara agar saya tidak stres dan menghilangkan sakit lambung saya juga yang tak kunjung sembuh dan membuat saya stres juga dengan sakit saya mohon bantuannya terimakasih;0;1;0;0;0
saya mau bertanya saya ingin menggunakan obat tidur karena saya insomnia kaya obat bius kalo saya gunakan ketika saya dibangunkan istri saya bisa atau;0;0;1;0;0
saya mau ijin bertanya kenapa saya akhir2 ini saya jadi sulit tertawa dan sulit tersenyum dan merasa hidup murung terus keluhan lainnya adalah saya jadi lemah syahwat dan tidak ada gairah menjalani hidup sebelumnya saya normal saja hanya setelah beberapa kali cinta saya kandas cuman gegara saya kalah mapan dengan pria lainnya membuat saya stres dan menerima keluhan tersebut bagaimana solusi untuk mengantisipasi dan menyembuhkan penyakit diatas karena kebetulan juga jika saya sosialisasi dengan teman lainnya saya juga enggak nyaman karena saya yang karirnya paling tidak bagus dan paling tidak mapan;0;1;0;0;0
saya mau konsultasi sudah 1 mgguan ini saya sulit tidur tidak ada rasa kantuk padahal saya tidak mmikirkan apa-apa tapi sudah lama saya stres dan tertekan tapi dalam 1 mggu ini saya mencoba me los kan pikiran tidak memikir apa-apa tapi saya menjadi tidak bisa tidur dan 2 hari ini badan terasa sakit semua sangat sakit seperti nyeri di tulang saya tidak mempunyai aktivitas berat tertentu dan sekarang badan saya rasanya tidak karuhan sekali sakit apa yang sebenarnya saya rasakan ini;0;0;1;0;0
saya mau tanya hampir sebulan saya sulit sekali tidur saya tidak streess depresi hidup saya bersih tidak obat obatan tidak galau tidak kekurangan uang pokoknya enggak ada beban deh lantas kenapa saya susah tidur;0;0;1;0;0
saya mau tanya setiap hari setelah saya terkena asam lambung kenapa setiap ingin tidur itu susah setiap baru terlelap saya selalu bangun kembali karena badan saya meregang sendiri dan karena ini saya selalu tertidur antara jam 2 dan jam 4 setiap hari;0;0;1;0;0
saya mau tanya kenapa setiap malam saya enggak bisa tidur sampai pagi tapi sekalih saya mau tidur saya merasa ada getaran di kepala dan mulut saya gereget juga hingga keseluruh badan sampai;0;0;1;0;0
saya mau tanya deh ada apa ya dengan diri saya terkadang saya suka mengeluarkan air mata tanpa sebab menangis tapi saya sendiripun enggak tau apa yang lagi dipikirkan dan terkadang setelah air mata keluar pikiran plong bisa ketawa lagi suasana hatipun sering berubah ubah kadang menangis kadang;1;0;0;0;0
saya mau tanya kenapa ya ketika saya suka berbicara ke sendiri dan ketika kesepian dan suka halusinasi tentang hal yang tidak wajar kalo boleh tau itu penyakit apa ya mohon di;0;0;0;0;1
saya mau tanya kenapa ya hari ini saya merasa begitu ngantuk padahal tadi malam sudah tidur cukup mohon jawabannnya;0;0;1;0;0
saya mau tanya kenapa ya setiap saya baca artikel seolah2 saya mengikuti orang yang berada di artikel misalnya saya membaca tentang kekerasan terus tiba-tiba dalam diri saya merasa ingin melakukan kekerasan tapi saya tau itu tidak baik tapi diri saya tidak bisa dikendalikan itu kenapa ya dokter adakah cara untuk mengendalikan sugesti seperti itu terima kasih;0;0;0;0;1
saya mau tanya sudah satu minggu rasanya saya banyak pikiran tapi enggak tau apa yang saya pikirin cepat capek kalo melakukan aktivitas kadang kalo lagi ketawa kencang menangis entah kenapa solusi buat masalah saya apa ya saya;0;1;0;0;0
saya mau tanya kenapa setiap saya mendengar atau membaca tentang hal hal yang berbau motivasi saya selalu merasa depresi seketika merasa capek padahal kalo baca tentang hal hal lain enggak begitu terkadang kalau saya paksakan saya menjadi stres dan muncul gejala gejala seperti depresi 6 bulan yang dan kadang kalo saya baca terus motivasinya saya merasa cemas seperti perasaan depresi kembali lagi kalau saya mengingat atau menerapkan motivasi motivasi saya 6 bulan yang lalu saya langsung merasa capek down saya juga sebenarnya tipikal orang yang kalo sudah semangat banget jadi overthinking tipe orang yang mikirnya mendalam saya mau memotivasi diri saya tapi bawaannya capek down overthinking;0;1;0;0;0
saya mau tanya umur saya 15 tahun saya bingung sama diri saya saya juga suka sedih dengan apa yang saya baca padahal tidak ada yang menyedihkan saya dulu sering bergaul dan saya suka melakukan kesukaan saya tapi sekarang tidak orang yang menglihat saya selalu bilang saya berjalan sambil melamun saya juga takut berbicara didepan orang orang dan hal hal sepele juga saya takut untuk melakukannya napsu makan saya juga berkurang ketika saya ditegur juga perasaan saya sedih dan saya suka menangis padahal teguran itu tidak ada nada membentak tapi bagi saya menyakitkan saya juga tidak suka tertawa lagi saya selalu menganggap semua serius jika saya sendiri saya suka bengong padahal tidak ada yang saya pikirkan terkadang saya juga suka setres karena hal sepele yang membuat saya susah;1;1;0;0;0
saya mau sedang patah hati mendalam saya selalu sedih selama 1 bulan angis setiap ini termasuk kegangguan jiwa dalam sedih berkepanjangan;1;0;0;0;0
saya mau tanya apa ada obat tidur yang baik bagi anak karena belakangan ini anak saya susah tidur padahal ya jam tidur sudah saya atur makan sudah saya atur dan sebelum dia susah tidur itu dia tidur pulas terus jadi saya bingung;0;0;1;0;0
saya mau tanya belakangan ini saya suka merasa sedih tiba tiba kadang menangis dengan tiba tiba 5menit kemudian saya bisa merasa senang seketika dan kalo emosi kadang tidak bisa saya kontrol bahkan sampai mencelakai orang mau pun diri saya sendiri dan setelahnya saya merasa sangat menyesal padahal sebelumnya saya orang yang humoris kata pendapat teman teman saya saya bingung apa dngn yang saya alami serta suka lupa kalo sedang melakukan kegiatan tertentu yang saya enggak tau contoh tbtb saya berada di kerera padahal seingat saya saya bangun tidur masih dikamar apakah saya sudah gila mohon bantuan nya kalo ada obat mohon beri tau obat apa yang harus saya;1;0;0;0;0
saya mau tanya adik saya mengidap skizofrenia dari tahun 2014 pengobatannya sesuai dengan anjuran dokter yang jadi permasalahannya sekarang dia sudah bosan minum obat karena dia takut efek samping dari obat kalau di konsumsi terus menerus solusinya bagaimana terima kasih;0;0;0;0;1
saya mau tanya hari hari saya tidak pernah merasa tenang dan di waktu jam tidur saya selalu tidak bisa tidur alias insomnia gelisah keluar keringat tak lama saya di kasih obat excimer oleh saudara saya saya tidak insomnia lagi dan merasa lebih tenang tapi kalo besok nya tidak konsumsi lagi excimer saya kembali insomnia apakah itu termasuk penyakit jiwa ya;0;0;1;0;0
saya mau tanya kenapa ya remaja seringkali depresi bahkan mau melukai diri nya sendiri;0;1;0;0;0
saya mau tanya kira kira pasien skizofrenia yang rawat jalan itu biasanya harus kontrol berapa bulan atau tahunan dan itu harus berapa;0;0;0;0;1
saya mau tanya mengapa saya sudah hampir 3tahun mengalami mimpi sepanjang malam saya sering meyakini mimpi saya itu di kaitkan dengan kehidupan sehari hari saya dan saya sulit mempercayai orang lain saya selalu merasa di khianati dan meyakini hal yang tidak terlihat atau menduga duga saya sulit bersosialisasi karena rasa tidak aman atau tidak percaya kepada orang;0;0;0;0;1
saya mau tanya suami saya sulit sekali tidur waktu malam hari imsonia dan suami saya pernah mempunyai riwayat kekurangan darah hb hingga tranfusi darah sampai habisa beberapa kantong apakah imsonia dapat mempengaruhi turunnya darah hb dan apa obat yang cocok agar sembuh;0;0;1;0;0
saya mau tanya sudah 2 tahun terakhir saya merasakan ketakutan putus asa dan sering marah emosi sampai mukul diri sendiri kemudian menangis dan rasa menyalahkan diri sendiri sampai mukul diri sendiri kemudian beberapa jam setelahnya saya merasa tenang dan bahagia terkadang kalo ketakutan saya gesekkan telunjuk dan jempol saya sampai kadang berdarah dan menggaruk tangan sampai memar tapi saya tenang melakukan hal itu saya sempat mau bunuh diri 3 kali dan rasa saya beban orang dan gangguan tidur vertigo dada saya kadang sakit sebelah kiri apakah saya harus melanjutkan konsultasi ke psikiater;0;1;0;0;0
saya mau tanya tentang fungsi otakdi artikel ini apa bedanya mengatur;0;0;0;0;1
saya mau tanya tentang keadaan kakak saya saya bingung kakak saya sakit atau narkoba kakak saya sering diam kalo ditanya sering enggak dijawab emosinya tinggi kalo dinasehati kakak saya marah marah enggak terkontrol emosinya sering tidur sering mengomong berulang dan ngeludah untuk makan porsinya agak kurang sering senyum sendiri terus ngerokok kadang sehari habis 3 sampai 5 bungkus rokok tolong kasih saran saya dan orangtua saya harus bagaimana dan belum paham masalah rebailitas atau apa kalo disuruh mau berobat atau tidak pasti dijawab aku sehat mengapai berobat tolong apakah ini salahsatu ciri ciri memakai obat obatan kakak saya sudah seperti ini kisaran 1;0;1;0;0;0
saya mau tanya bipolar disorder ini sangat berbahayakah juga bagaimana cara mengetahui kita terkena bipolar disorder kalaupun harus ke dokter itu ke dokter psikologi maaf saya belum;1;0;0;0;0
saya mau tanya apakah ada efek samping obat untuk gejala skizofrenia pada penderita gangguan;0;0;0;0;1
saya mau tanya bila saya ingin membuat 1 produk dimana produk tersebut berisi 1 5ml alkohol 70 2 20 drops essensial oil 3 1 2 sendok teh magnesium flakes 4 air secukunya hingga produk 100ml apa ini baik bila terhirup mohon solusi;0;0;1;0;0
saya mau tanya kan teman saya sering berkhayal sampai sampai kalo di panggil harus berkali kali alias enggak fokus sama dunia nyata nah dia sering bilang kalau dia ngebayangin dia debat sama temannya lah atau seru seruan lah tapi cuma khayalan saja dan dia sadar kalo itu cuma khayalan seolah olah dia lagi menonton film yang dia kendaliin dirinya sendiri apa itu enggak bahaya boleh meminta;0;0;0;0;1
saya mau tanya kenapa saat sedang beraktifitas saya terkadang merasa bahwa yang saya lakukan ini adalah mimpi dan bukan kenyataan terkadang saya sampai cubit tangan atau tampar pipi untuk memastikan itu kenapa ya dan bagaimana mengatasinya terima;0;0;0;0;1
saya mau tanya kenapa ya saya kalau tidur tidak pernah nyenyak ada tips supaya tidur nyenyak dan ketika bangun badan dan pikiran ringan segar;0;0;1;0;0
saya mau tanya saya jarang minum kopi tapi sekalinya saya minum kopi saya tidak bisa tidur 3 hari dokter itu pengaruh kopi nya atau ada penyebab lain nya;0;0;1;0;0
saya mau tanya saya mengalami gejala depresi selama 1 tahun terakhir usia saya 14 tahun seperti self harm juga padahalkan saya sudah coba kendalikan diri tapi sulit tapi saya enggak pernah bilang orang tua dan apakah saya harus konsultasi sekarang atau bisa hilang sendiri gejala itu mohon dijawab;0;1;0;0;0
saya mau tanya saya perempuan usia 20th saya akhir2 ini seringkali merasa kesepian mudah marah mudah tersinggung mudah kesal dengan orang lain saya juga ingin menangis tapi tidak bisa menangis dan ada rasa untuk mengakhiri diri sendiri akhir2 ini juga saya sering mengalami gangguan pencernaan kira kira saya kenapa ya apakah ini termasuk gejala depresi dan bagaimana harusnya saya bersikap terima kasih;1;0;0;0;0
saya mau tanya saya suka berkhayal kejadian yang sudah pernah saya alami sebelumnya namun saya sering mengubah kejadian tersebut menjadi tidak pernah terjadi terkadang saya suka sendiri kalau lagi berkhayal apakah saya mengalami gangguan;0;0;0;0;1
saya mau tanya setelah melahirkan saya kadang kadang suka merasa sedih ingin menangis bingung ingin marah selalu memikirkan hal hal yang belum tentu terjadi saya ingin bercerita tapi tidak tahi harus pada siapa karena rasa takut yang kadang menjadi pikiran saya kadang kadang saya bisa tertawa tetapi sesaat kemudian saya merasa sedih apakah saya terkena baby blues atau tidak terimakasi atas jawabannya;0;1;0;0;0
saya mau tanya saya suka cemas dan setiap saya tidur saya selalu berpikir kalau besok hari saya bakal melakukan kesalahan dan setiap saya bagun tidur saya selalu mikir pasti ada kesalahan lagi saya jadi suka deg degan gemeteran menangis pipi saya berasa ditonjok atau ditampar padahal sebenarnya enggak ada yang tonjok atau menampar;0;0;1;0;0
saya mau tanya kenapa saya terkadang suka depresi kadang ingin mau bnuh diri ketika sendrian kadang stres aplagi kalau saya bertengkar sama suami saya tiba-tiba saja saya ingn mncba untuk bunuh dari kadang juga sampai gunting rambut saya sendiri dan pernh juga mau tikan suami saya tapi trkdang juga saya suka bahagia tapi hanya skejap saja langsung mood saya berubh lagiitu kenapa ya;0;1;0;0;0
saya mau tanyaudah 1tahun terakhir ini saya mengalami insomnia dan 7 8bulan terakhir insomnia ini semakin parah bahkan dalam 55jam saya bisa tidur hanya 30menit saja dan sekitar 6 7bulan terakhir ini juga gejala yang saya alami tersebut sering di bareng denga kepala yang mendadak sakit di bagian belakang bawah terus sesak nafas dan jantung saya serasa berdegup lebih kuat dalam beberapa saat itu kenapa ya tolong dijelaskan dan bagaimana;0;0;1;0;0
saya mau tau kenapa saya sulit berhenti tertawa sendiri ya apakah saya jiwa nya terganggu saya malu saya seperti ini;1;0;0;0;0
saya mau tidur otak saya mengolah berbagai macam imajinasi lalu jantung saya juga suka berpacu lebih kencang hingga saya selalu merasa deg-degan dan tidak nyaman ketika tidur apa yang harus saya lakukan dokter menurut saya saya terkena insomnia gejala ini sudah saya alami sejak agustus lalu tiap mau tidur saya pasti berimajinasi dan deg-degan parah bahkan sekalipun saya sangat kelelahan badan saya tetap tidak merasa lelah yang membuat saya harus tidur cepat apa yang harus saya lakukan;0;0;0;0;1
saya memang baru mengalami kejadian yang menyedihkan patah hati dan akhir2 ini merasa kepala saya penuh saya kerap kepikiran hal-hal tersebut berulang2 saya sudah berusaha untuk ikhlas dan menerima tapi masih saja saya kepikiran hal tersebut berulang2 sampai-sampai saya cemas dan takut dengan pikiran saya sendiri yang tidak terkontrol itu dikepala saya kerap muncul hal-hal negatif seperti kata-kata pesimis bahwa saya tidak mampu saya tidak cukup baik saya takut tidak bisa move on dll sampai-sampai tengah malam saya kebangun kepikiran hal tersebut keringet dingin deg-degan mulas lemas takut dan hari-hari saya pun sekarang jadi murung ditambah situasi pandemic ini yang berita2nya buat tambah cemas apalagi harus stay dirumah terus saya jadi ingat setahun lalu saya pertama kali mengalami hal serupa saya takut dengan pikiran saya sendiri aneh bukan padahal waktu itu saya enggak sedang mengalami masalah apapun hanya saja saat itu sedang masa-masa mengerjakan skripsi pernah tiba-tiba saja saya kepikiran hal yang padahal belum tentu terjadi tentang skripsi saya lalu keringet dingin deg-degan mulas rasanya pikiran saya tidak terkontrol khawatir akan hal yang belum terjadi secara berlebihan takut gila bahkan sempat merasa dunia akan runtuh dan saya akan segera mati sejak saat itu saya takut jika sendirian terutama untuk tidur takut kepikiran yang tidak2 saya harus punya teman mengobrol saya pun ingin ke psikolog sudah dari setahun lalu namun disaat saya merasa baik-baik saja dan normal saya merasa tidak perlu tapi saat ini saya ingin ke psikolog namun mengurungkan niat karena pandemic ini saya masih bingung ini permasalahannya ada dimana apakah reaksi otak saya tidak normal dalam menghadapi masalah karena setelah saya pikir2 yang membuat gejala2 tersebut muncul adalah disaat saya overthinking atau sedang berpikir keras lalu untuk menenangkan diri saya cerita gejala tersebut dan cerita tentang pikiran saya yang seperti itu dengan ibu saya saya cerita panjang lebar dan direspon lalu badan saya kembali hangat lagi dan tenang lalu saya berdoa dan beribadah saya ingin menjalani hari-hari saya dengan tenang dan normal tanpa ada beban dikepala saya saya browsing gejala yang saya alami lalu muncul istilah panic attack saya juga ngobrol2 dengan teman saya dia bilang mungkin saya punya anxiety atau mungkin ada hormon diotak saya yang tidak seimbang saya pernah chatting dengan psikolog beliau bilang saya hanya;1;0;0;0;0
saya memang belakangan stres berat kacau banyak masalah dan di masa pandemi begini ya dia enggak bisa ketemu teman yang bisa nenangin dia di tambah orangtua nya jauh dari dia keadaannya di rumah benar-benar kacau kemarin dia bilang lagi dengar lagu menyandar sambil merem pikirannya kosong dan tiba-tiba pas dia buka mata tangannya sudah merah baret2 pas dia lihat sebelahnya ada pensil dan dia enggak sadar sama sekali itu kira-kira kenapa ya apa ada hubungannya dengan pskis atau kesehatan mentalnya atau ada hal dia memang lagi sedih2 malu menangis terus tapi kaka2nya malah bikin dia tambah down tapi dia belum melakukan apa-apa sih enggak konsumsi apa-apa juga baru cerita2;1;0;0;0;0
saya mempunyai beberapa keluhan beberapa hari sering pusing dan kunang2 setiap nyeri dibagian perut kiri tidak bisa tidur bahkan saat malamnya tidur jam 2 pagi biasanya siangnya mengantuk tapi ini kadang jantung tiba-tiba berdetak sangat kadang nafas jadi ya semua ini gejala dari penyakit;0;0;1;0;0
saya mempunyai seorang teman yang selalu melakukan selfharm parah hingga berlumuran darah dan dia selalu posting selfharmnya di media sosial maupun media chat dan dia juga selalu menganggap dirinya seorang psikopat seperti selalu membahas soal psikopat dan selalu berbicara dengan tema tema psikopat pokoknya dia selalu membahas hal hal tentang psikopat dia pernah ke psikiater dan diagnosanya bipolar tapi yang kadang saya enggak mengerti dia selalu menakuti orang dengan luka luka yang dia perbuat ditubuhnya cerita cerita seram dan hal hal berbau psikopat terhadap teman teman kami apakah itu juga tanda lain dari bipolar dia sangat tertarik dengan hal hal yang berbau psikopat dan itu membuat dia cenderung malah jadi benaran kayak;1;0;0;0;0
saya mempunyai teman yang dianggap aneh oleh saya dan teman teman saya dia percaya kalau dia dilahirkan dengan sikap cenderung lamban untuk melakukan segala sesuatu sehingga membuat dirinya sulit mengurus diri sendiri terlebih kelalaiannya yang sangat parah pada menjaga kebersihan dan kerapihan percaya pada awalnya kalau itu hanya alasan dibalik kemalasannya tapi kian bertambahnya waktu sikapnya yang aneh bukan hanya terdapat pada kelambanannya tapi juga pada kebiasaannya dia pernah diam diatas bangunan tingkat tiga tengah malam dan entah berbicara pada dirinya sendiri atau tulis menulis hal yang sulit kami mengerti dia seakan akan mempunyai dunia sangat kesulitan dalam mengurus orang itu karena kami sebenarnya hidup didalam lingkungan asrama yang mewajibkan kami agar saling peduli terhadap sesama dasar atas tingkah lakunya apakah sebuah gangguan mental atau hal lain;0;0;0;0;1
saya menangis sendiri jika ada masalah selalu ingin bunuh diri saya merasa bahwa saya tidak bisa merasakan bahagia sering saya melamun lama tapi kemudian menangis lagi cara mengatasi hal iyu bagaimana fok saya sudah capek dengan keadaan;0;0;0;0;1
saya mengalami gejala seperti tremor tanpa sebab kebingungan kepala terasa berat gerakan tubuh melambat halusinasi apakah saya mengalami penyakit parkinson sementara usia saya baru menginjak kepala;0;0;0;0;1
saya mengalami insomnia kronis karena putus obat antidepresan dan dokter memberi saya obat diazepam sebanyak 6 tablet yang ingin saya kalau insomnia kronis saya sudah sembuh apakah saya tetap melanjutkan minum diazepam sampai kalau saya melakukan putus obat diazepam apakah akan mengakibatkan rebound penjelasannya;0;0;1;0;0
saya mengalami skizofrenia saya meyakini bahwa semua orang tahu isi hati saya jadi saya selalu mendengar orang di sekitar itu menyahuti suara hati saya sahutanya juga selalu negativ saya rasa di bully di kroyok orang satu kampung apakah benar yang saya rasakan apa cuman perasaan saya;0;0;0;0;1
saya mengalami stres berat sehingga saya punya mood berubah ubah terkadang muncul pemikiran ingin bunuh diri apa yang saya harus lakukan tolong;1;0;0;0;0
saya mengidap pernah rawat jalan dan sempat sekarang tidak mau minum obat lagi karena katanya menyebabkan otaknya menjadi sd sampai kuliah s2 selalu disekolah negeri favorit dengan nilai yang dasar itu sekarang penyakitnya kambuh lagi dan terpaksa keluar dari pekerjaan yang telah solusi;0;0;0;0;1
saya mengidap schizophrenia tapi dia juga memiliki banyak kepribadian apa schizophrenia dan did bisa diderita satu orang di saat yang bersamaan atau penyakit yang diderita hanya salah satu dari dua penyakit;0;0;0;0;1
